ngram,frequency
KST,0.010047125615865606
LLW,0.010036339789848813
SGR,0.010036035634234455
ESR,0.009994834246782016
APH,0.009982948781236392
UIR,0.009976233961134827
AWI,0.00997553206356324
TMI,0.009957633675487644
TSM,0.009953001151515144
OCU,0.009950427527085972
DRU,0.0099342136931822
JUN,0.009931967620953105
TEW,0.00991886553295006
NIZ,0.009913601301163118
OSU,0.00990857103523338
UFF,0.009905412496161212
SIX,0.009900873558531588
QUO,0.009885525398299445
NKE,0.00987822566355489
HHI,0.009865076782380404
DUA,0.009859227635950471
CHH,0.009856981563721376
DYO,0.009842850025946662
EJU,0.009820389303655724
SIL,0.009818564369969583
TOK,0.009797226683793191
IHA,0.009778626398146008
PHE,0.009767817175543494
WNE,0.009761125752027651
GSO,0.009756376245126545
DSP,0.009754715087540446
DLO,0.009754223759240331
NSS,0.009749918787467903
RFR,0.009747953474267443
EEC,0.009737378217522127
HMA,0.00973033584522049
OIT,0.00972710711639117
DAD,0.009721913074361389
IPS,0.00970537168825754
NBO,0.0096830279488952
GOR,0.009680547910808909
LTA,0.009671282862863896
RTT,0.009663538592990666
YNO,0.009663515196404947
EYC,0.009652331628430915
TIG,0.009641990337542795
WNS,0.009634620413041084
DAV,0.009626852746582133
RAY,0.009623600621167093
HHE,0.009606474320420251
NMI,0.00959865986078986
UMP,0.009596811530518003
IZA,0.009594846217317547
NOC,0.009594659044631791
LUT,0.009591313332873866
VEO,0.009588599328930376
TEF,0.00958508984107242
CCU,0.009575333464827293
AIM,0.009562044204138486
KAT,0.009540753311133536
ALG,0.009537454392547053
DSC,0.009537337409618455
OCC,0.009528165948016322
LDW,0.009523439837700936
IDD,0.0095146193248846
JOB,0.00950593919158258
ANR,0.009503903688624965
NLO,0.009500955718824276
FIS,0.009493117862608168
NYT,0.009486449835678047
RYW,0.009478261030676142
FHE,0.009472248108146172
EYH,0.009467872946616579
UPE,0.009460386039186268
DOC,0.009459988297229034
ORU,0.009452033458084328
CTR,0.009451448543441331
ADU,0.00945086362879834
NGG,0.009438018903238208
RSD,0.009436685297852186
OPS,0.0094250805913352
TUS,0.00937852138575294
SYO,0.009336360738285993
MUL,0.009335097322657127
OGO,0.009332500301642236
UPS,0.009330137246484543
ECK,0.009330090453313105
FED,0.009320614836096615
RTM,0.009307840300293644
TEG,0.00929422348740476
CHM,0.009292960071775895
SBY,0.009291158534675475
TGO,0.009286526010702971
UPO,0.009284303335059595
TYL,0.009283390868216529
RBU,0.009282501797959178
PIE,0.009282478401373456
CEC,0.009274266199785832
SUA,0.00926766836261287
LEL,0.009261655440082901
DEE,0.009252671151166524
NBY,0.009250050733565912
REX,0.009244716312021816
UED,0.009242166084178369
LCA,0.009224899403917207
YNE,0.009219635172130269
COO,0.009210533900285294
MEB,0.009187207504322725
REY,0.009170783101147476
LEH,0.009163179210788564
CEB,0.009161705225888224
MBI,0.009150194105714117
NUS,0.009141233213383459
PME,0.0091396188489688
GOL,0.009127850366351775
DIO,0.009113531655891299
LDC,0.009112525602705354
UBS,0.009102909605974546
AIG,0.009096288372215865
LUM,0.009074038219196405
LLF,0.009070458541581283
YLO,0.00906388410099404
IBU,0.009060421406307521
RWO,0.009056256814049408
STD,0.009055812278920732
GNA,0.009048021215876063
OCT,0.009043786433860793
LIB,0.009042756984089123
LME,0.009035667818616049
CAD,0.009021349108155573
SEB,0.00901594449685432
UTU,0.00901145235239613
EBY,0.00901056328213878
ASG,0.008995098138978039
YDO,0.008990910150134208
GLO,0.008989225595962387
MSO,0.008987962180333523
AHO,0.008984008157346887
AYW,0.008974017815244565
NWO,0.008961617624813109
EBL,0.008955089977397303
VIR,0.00894432754796623
RYC,0.008943976599180435
OOF,0.008911244775758534
LSH,0.0089108470338013
DOI,0.008908624358157927
UIS,0.008904974490785648
SOV,0.008885134186095317
HCA,0.0088815545084802
TAD,0.008870066784891814
CKL,0.008858181319346192
LUN,0.008851489895830351
OOP,0.008851021964115956
RVA,0.008848846081644018
GEI,0.008844447523528712
NUT,0.008843652039614241
NTD,0.00883349792141188
GRI,0.008831181659425627
GUL,0.00882739141253903
THB,0.00881440630746458
RTW,0.008813891582578745
RSB,0.008812721753292759
NUA,0.008812698356707041
IAS,0.00880935264494912
UGG,0.008803058963390514
RCI,0.00879648452280327
AWH,0.008791173497844893
EEI,0.008782282795271395
MEP,0.008779615584499346
SFU,0.008770444122897212
HNO,0.008762068145209549
DEX,0.00876113228178076
ABR,0.008760734539823524
POF,0.0087595179173661
GEM,0.008752592527993059
FMA,0.008745924501062936
TUT,0.008740683665861717
SBR,0.008730810306687993
AUL,0.008727932526644467
VEP,0.00871724028697055
AYF,0.00870870053318285
USP,0.008701330608681137
DLY,0.00869307161392207
OPH,0.008673418481917501
KSO,0.008672459221902991
ENL,0.008666680265230221
SMU,0.00865619859482778
ABU,0.008640405899466965
UMM,0.008635983944765934
NPE,0.008632334077393658
SOI,0.008632263887636498
SEH,0.008628754399778539
SPU,0.008585353733268443
XAM,0.008583856351782382
YBU,0.008575573960437595
LFA,0.008571502954522366
YCL,0.00857014595255062
AUN,0.008562378286091672
PHA,0.00856160619876292
MBA,0.008549322991260062
NGN,0.008549182611745743
REU,0.008541157582843878
OBS,0.008526394337254729
OKS,0.008524452420639993
NAU,0.008519094602510175
PHY,0.00851350281852316
WID,0.008503652855935155
ALH,0.008492586270889724
LLM,0.008484842001016494
IPP,0.008465563214383437
ADR,0.008461211449439565
CHC,0.00845606420058123
DAG,0.008454028697623609
BYS,0.008441581714020716
JAN,0.008441066989134879
GAB,0.008431965717289908
USC,0.00842237311714482
NOP,0.008411704274056624
DTE,0.008396941028467476
SOA,0.008386810306850834
AFI,0.008383043456549956
PPI,0.008354897363929125
KIS,0.008348182543827564
BAB,0.008331875123580912
DVA,0.00832775732449424
IMT,0.008326751271308292
DEI,0.008324130853707683
ISK,0.008323639525407567
GMA,0.008317369240434679
EKE,0.008317322447263242
ETC,0.00831650356676305
HLE,0.008311286128147551
LYN,0.008308689107132661
LFI,0.00830286335728845
EWY,0.008294393793257908
THF,0.008278858460340006
GUN,0.008276167852982241
SYE,0.008274319522710379
RGO,0.008264025024993701
RIF,0.008258433241006686
PES,0.008255344891691682
XPL,0.008254151665819975
ATY,0.008252677680919633
THD,0.008239528799745145
NVO,0.008233890222586691
LID,0.008231456977671841
EMT,0.008231410184500399
NEG,0.00822542065855615
TSN,0.008206563010466048
RWE,0.008191004280962429
DFA,0.008190091814119359
SFE,0.00816873073135725
TUP,0.008163677068841791
NOS,0.008161430996612694
AFA,0.008156892058983066
OJE,0.008156073178482876
LOA,0.008129330881005228
YPA,0.008114427255901759
LWI,0.008112087597329789
URB,0.008111713251958273
ARP,0.008102331221084662
BON,0.008099640613726894
RUL,0.008080619189536757
SRO,0.008077320270950272
IBI,0.008077179891435955
DSW,0.008073670403577994
PIO,0.008067657481048023
ARW,0.008063422699032754
UTC,0.008063141940004117
PLY,0.00806024076337487
WYO,0.008056146360873921
APS,0.008053221787658953
EJO,0.00805163081983001
IGU,0.008043699377271023
SLY,0.00804323144555663
DVI,0.008037148333269498
HST,0.008036961160583741
RKA,0.008029801805353506
OUD,0.008016091406121743
ROJ,0.008012652108020943
NAV,0.008002076851275628
ALY,0.007996508463874329
OBI,0.007996297894602855
DDR,0.007976153434298168
HOC,0.007973228861083202
YES,0.007973111878154604
ASY,0.007970397874211114
TAX,0.007967730663439069
ICC,0.007958208253051137
YBO,0.007953388556392873
FUR,0.007950510776349347
PIS,0.0079390698459324
WHY,0.007933524855116824
DGO,0.007933290889259627
RPL,0.007932705974616634
TOV,0.007929336866272993
SSF,0.007920750319313852
OFU,0.00790711010983925
MFO,0.007905519142010308
HOI,0.007905074606881635
IRP,0.00789344650377893
SOO,0.007886567907577328
TYC,0.007886170165620094
IGE,0.007885702233905698
GUS,0.007883362575333727
YPO,0.007882847850447895
LPA,0.00787973610454717
SJU,0.007864809082857983
LYL,0.007861346388171462
NEP,0.007857181795913352
NRO,0.007856503294927479
HOH,0.007853906273912591
DPL,0.007845272933782009
OYO,0.007843822345467388
CCA,0.007842207981052729
TPL,0.007827585114977897
ITM,0.007824543558834333
GOU,0.007816307960660988
EYR,0.007816003805046634
KON,0.007812236954745755
XTE,0.007810084468859541
NSB,0.007801708491171877
GIC,0.007800842817500247
MPU,0.00779382384178433
YLA,0.007793309116898492
IUM,0.007789284904154701
AWE,0.007787436573882844
RYB,0.007774685434665593
FUS,0.007773609191722484
NDJ,0.007772813707808013
NSL,0.007764016591577395
FTO,0.007761864105691179
OKA,0.0077509846933315075
ZIN,0.007740011694628955
AHE,0.007716544919152066
UDG,0.007706554577049742
NEB,0.007705829282892431
RUM,0.007704448884334972
DOL,0.007703302451634702
OPM,0.007697406512033329
LLR,0.007692961160746581
ROY,0.007682151938144069
ITR,0.007680958712272361
RBI,0.00767061742138424
KEI,0.007668043796955072
TBY,0.007663411272982565
LUB,0.007662007477839381
IPL,0.007659808198781728
OIL,0.007632247020803888
USU,0.007624081612387702
NCT,0.007623590284087589
TAY,0.007619215122558001
YSU,0.007617413585457582
OGY,0.007611470852684769
BAM,0.007607704002383893
YHI,0.007583862881535491
OVA,0.007582763242006664
HAB,0.007580985101491963
UPI,0.00757698428533389
DUE,0.007568772083746266
COP,0.00755997496751565
LPE,0.00755726096357216
EXE,0.0075567696352720455
OWW,0.007555272253785981
NYA,0.007548370260998664
AEL,0.007543293201897481
DVE,0.007539643334525205
ESY,0.0075269623850651125
DUL,0.007523803845992948
JOI,0.007522727603049843
YSC,0.00752120682497806
OEN,0.007512362915576
IMO,0.007495330201172041
CRU,0.007492241851857036
YGO,0.007483702098069336
RUG,0.007463019516293095
UIN,0.007457614904991841
RCU,0.0074538012615195225
TYW,0.0074508532917188335
VEW,0.007449496289747094
BRU,0.007436674960772682
HHA,0.007436090046129689
SVI,0.007418659589768491
PEE,0.007417442967311064
FST,0.00741683465608235
DBO,0.0074153840677677295
ANL,0.007413816496524504
VEF,0.0074133251682243955
NTG,0.007408482074980409
NSM,0.007404106913450821
VEG,0.007387074199046856
JAC,0.00737844085891628
TSL,0.007371281503686042
LAP,0.007364449700655881
SOB,0.007363350061127054
THY,0.007359115279111779
OHO,0.007357968846411518
GPR,0.007357758277140041
GAG,0.007355442015153785
ATN,0.007353149149753253
RSM,0.0073492887131094975
ZAT,0.0073277872508330675
EOL,0.007327061956675757
RFE,0.007325354005918216
NPL,0.007323622658574955
MEH,0.0073224762258746945
HSC,0.0073180074780022225
WEH,0.007311058692043463
IDH,0.007298869070883484
IAA,0.007294283340082419
DTA,0.007283965445780018
NJO,0.007273647551477617
APL,0.007268991630919392
DBR,0.007268453509447838
UTF,0.00726478024548984
ENV,0.007255889542916344
RGR,0.007243980680785003
LTU,0.007229591780567371
HOD,0.007225052842937742
GFR,0.007221402975565467
LLN,0.007218010470636103
NJA,0.007217636125264589
MBL,0.007215507035964094
NBR,0.007212746238849165
COT,0.007205376314347453
DDA,0.007194707471259255
YSP,0.007191314966329895
ICR,0.007189770791672394
ISY,0.0071780491022268075
NEU,0.007175124529011845
ADC,0.007171381075296687
ENY,0.007168035363538767
OBO,0.007162771131751827
RSQ,0.007161109974165726
GNO,0.0071563838638503425
SOD,0.007138976804074864
EYD,0.007137409232831642
SSW,0.0071302264810156855
TEH,0.0071296181697869734
GSI,0.00712884608245822
LHE,0.0071281441848866315
DAU,0.007119581034513209
FWH,0.007114714544683507
ETB,0.007109286536796529
OMH,0.007101893215709095
VAI,0.007097167105393709
EYT,0.007093657617535752
LLD,0.007083690672019147
NAI,0.007058048014070323
AUD,0.007053509076440699
LIP,0.007048057671968002
YFI,0.007032171390264305
OMY,0.007023818809162363
WRO,0.00702061347691876
HFO,0.00701373488071716
RSL,0.007002270553714493
IDG,0.007002176967371613
EAW,0.006998784462442255
LSC,0.006989846966697318
NAW,0.006977259603580105
IRF,0.006974709375736653
YAC,0.006968509280520927
ERK,0.006967152278549182
YIT,0.006961069166262052
AYN,0.0069526229988172315
TGE,0.006951499962702685
OGA,0.006947967078259004
YBA,0.006932384952169666
DGR,0.006926956944282691
ONJ,0.006923704818867647
RYF,0.006917434533894761
RYP,0.006909456298164333
EMY,0.006908964969864218
XIS,0.006894833432089503
HME,0.0068886333368737744
TSR,0.0068859193329302865
UAN,0.0068690269980406435
ITB,0.006868839825354885
PST,0.0068680209448546935
NYS,0.006867810375583218
LCH,0.006858872879838281
BAD,0.006857726447138015
SOS,0.00685555056466608
BOY,0.006854170166108614
OOS,0.006851105213379331
VOR,0.006850988230450732
OIC,0.006845770791835233
UEL,0.006837792556104807
AHI,0.006835523087289993
TFA,0.006835382707775675
EWR,0.006829767527202939
OBU,0.006826866350573693
ELV,0.0068209470143866
EOV,0.006814466160142237
TBO,0.006813881245499246
FLU,0.006810699309841361
CEH,0.006810512137155603
SSM,0.006803890903396922
DJU,0.006794696045209069
RIZ,0.0067944152861804325
IFO,0.00678065809377723
TAU,0.006778458814719576
AYH,0.006773451945375554
CEE,0.006771393045832219
URF,0.006768000540902856
WAI,0.00676523974378793
UTM,0.006764654829144936
USO,0.0067574486807432605
XTR,0.006753798813370983
STG,0.006753798813370983
URV,0.006753681830442384
SVE,0.006750406308441624
BUL,0.006736204580909749
TSD,0.0067303788310655345
ACL,0.0067257931002644685
YHO,0.006724085149506928
EEF,0.006719195263091506
MOC,0.006716083517190782
TDA,0.006705531657031185
IPT,0.006704806362873872
LTS,0.006698933819858221
PAP,0.006665523495450449
GIR,0.006662669111992642
USB,0.006660727195377907
VEY,0.006657100724591346
UIC,0.006654597289919336
EKN,0.006653287081119032
YET,0.006652351217690241
PSA,0.0066465488644317505
LBA,0.006633633949114461
RGU,0.0066175370981392855
FSE,0.0066126706083095834
IOD,0.006607312790179766
OWD,0.006604458406721959
WEB,0.006598071138820472
DAI,0.006593812960219486
DIM,0.006592596337762057
SAU,0.006586443035717769
YAF,0.006581506356130907
AZI,0.006578815748773138
IGG,0.006578488196573061
NOO,0.006573832276014836
ITF,0.0065641460895268676
TGA,0.006563912123669671
ULI,0.006559443375797203
LTR,0.006559139220182846
OSC,0.00655712711381095
LNE,0.006551956468366888
CHD,0.006549172274666242
XCE,0.00654673902975139
OUA,0.00653564904812024
EAI,0.00653134407634781
STN,0.006526968914818222
IOL,0.006515551380986993
GWA,0.0065042040369129245
RCR,0.0064925291406387805
GUR,0.006491218931838477
UTR,0.006488130582523471
LAL,0.006485603751265741
EKS,0.006480807451193198
AYM,0.006480409709235962
SOH,0.006479754604835811
LLU,0.0064774383428495555
JUL,0.006472033731548299
IQU,0.006469857849076363
WEW,0.006466488740732725
LSW,0.006459586747945405
UTB,0.006458416918659418
KNE,0.006457668227916387
SHU,0.0064556561215444895
VOI,0.006453550428829714
TEB,0.006432774260710596
PEL,0.006432259535824761
ULY,0.006425357543037442
KID,0.006412933956020265
BSE,0.0064086991740049965
IAR,0.006406102152990108
HBO,0.006402499078789267
LPO,0.006397281640173768
RBR,0.006383313878499092
HMO,0.006382378015070302
FFT,0.006375920557411656
DDL,0.00636812949436699
DQU,0.00636789552850979
HWE,0.006367380803623956
WST,0.006365275110909181
YTR,0.006359332378136371
YUN,0.006351962453634656
OMU,0.006349295242862606
HSO,0.006346487652576238
PTA,0.006317569472626653
SRI,0.006313077328168468
OYA,0.006311743722782442
SUI,0.00631036332422498
SGE,0.006299413722108146
UTP,0.006296138200107385
YFA,0.006290312450263173
RCL,0.006282310817947027
GSE,0.0062783100017889506
ADL,0.006278005846174596
SEY,0.0062689279709153434
UGE,0.006268319659686628
KFO,0.006266728691857687
RYD,0.006265909811357496
RDW,0.0062589610253987365
POO,0.006252573757497251
JUR,0.006251240152111227
GWH,0.006251216755525507
RFU,0.006239495066079924
PUS,0.006236055767979124
RNT,0.00623549424992185
ITD,0.0062261824088054
ATG,0.006205827379229234
LAK,0.006205616809957757
FTI,0.006205172274829083
DOP,0.006202926202599988
LYG,0.006193497378554938
ESK,0.0061863848164961386
FPR,0.006182922121809622
PWI,0.006178008838808478
LWH,0.006169398895263618
UPL,0.006169024549892103
DOO,0.006164742974705393
FCA,0.006159665915604211
AWO,0.006157466636546558
ICP,0.006153676389659961
TFE,0.006152459767202536
NDV,0.0061498861427733646
ARF,0.006148482347630182
GCA,0.006145277015386579
EID,0.00614356906462904
ERJ,0.006141416578742824
ONU,0.006139895800671043
EHU,0.006130373390283112
NKA,0.006118698494008969
GEW,0.006115586748108247
YMI,0.0061139957802793035
PIL,0.006113972383693585
CUM,0.006111492345607292
EDY,0.006110345912907026
UGU,0.0061075149260349385
VEE,0.006107444736277779
NRA,0.006106345096748953
MYS,0.006100004622018907
RMY,0.006098226481504206
IRR,0.00609705665221822
TGR,0.006092915456545828
RUP,0.006088002173544685
KEP,0.006087230086215935
GMO,0.006085779497901311
GUP,0.006077801262170885
CUP,0.006072934772341181
LDM,0.006071764943055194
HSA,0.006062546688281621
CTL,0.0060591775799379785
NDK,0.006042612797248413
FSO,0.00604111541576235
OUW,0.006040296535262161
TBR,0.006039384068419091
KEO,0.006034213422975031
KAR,0.006029908451202601
UTL,0.006020175471543194
SDU,0.0060198713159288365
OEX,0.006017789019799782
IMB,0.0060063948825542736
GBE,0.006002066514196124
OBR,0.0060015283927245715
NYE,0.0059852677656493615
TTW,0.005979558998733746
EWT,0.005979512205562308
FFS,0.005978997480676472
HWI,0.005972750592289306
NEH,0.005968141464902521
CHB,0.005964117252158725
LKI,0.0059629006297013
GEF,0.005959976056486334
FAV,0.005950406852926965
OID,0.005943528256725365
RDR,0.005928765011136217
GME,0.005924343056435189
YDA,0.005909837173288957
SGA,0.005904245389301942
GAC,0.005899542675572277
AMT,0.005896898861385947
GIA,0.005896220360400075
GHL,0.005876169486438269
RYL,0.00587273018833747
KHA,0.0058712094102656865
JAM,0.005865851592135868
BIR,0.005864634969678442
DOV,0.005863184381363819
HTW,0.005861359447677682
HAW,0.005859370737891504
MWI,0.0058560952158907414
NOI,0.005854012919761686
CHF,0.005851439295332516
AUR,0.00584498183767387
GBA,0.005835740186314578
FET,0.005832909199442491
BJE,0.005832160508699461
FUT,0.005831552197470748
LLG,0.005829493297927412
OTW,0.005821795821225622
KIT,0.005821210906582627
ENJ,0.005806728420022118
GSH,0.005805862746350486
THN,0.005802470241421125
WIF,0.005792503295904521
LOB,0.005792503295904521
WEI,0.00578831530706069
ESG,0.005771493161928204
FDE,0.00576941086579915
BLU,0.005766416102827025
GAV,0.005766088550626949
HYS,0.005757221244639172
CKW,0.0057537819465383715
FPE,0.005752588720666666
CHP,0.005752144185537991
KLE,0.005749336595251624
AMU,0.0057469735400939295
ZON,0.005744961433722036
NGY,0.005741077600492559
LLL,0.005740001357549454
SHT,0.005733122761347852
SEQ,0.0057314148105903125
BYC,0.005728583823718225
JUD,0.005727835132975194
GOD,0.005725284905131745
TYF,0.005725214715374584
RAH,0.005725027542688826
GUY,0.0057237875236456825
WTO,0.0057206055879877975
DNA,0.005719365568944653
NKT,0.0057144990791149495
UHA,0.005708649932685018
DAW,0.005691593821695335
SDR,0.00569033040606647
BYM,0.005685721278679682
YTE,0.005685417123065328
BEP,0.005683943138164984
RBY,0.005676292454634632
UTD,0.005675263004862965
NVA,0.005661178260259689
OLY,0.005651234711328804
FTW,0.0056403319023834095
NOB,0.005638389985768674
RYM,0.0056342253935105615
GDO,0.005631815545181431
LFR,0.005624890155808391
ACU,0.005619883286464369
DEG,0.005619181388892778
OLT,0.005611320136090948
CIF,0.00560855933897602
TTY,0.005607272526761435
PAG,0.005605096644289501
DTW,0.005602218864245974
FCH,0.0055952934748729356
BYH,0.005592181728972211
VIA,0.005591035296271946
LPH,0.0055676387105522175
YAB,0.005555168330363602
GAP,0.005555098140606442
BYP,0.005541832276503357
OTC,0.005538159012545361
PSE,0.005532988367101299
MCO,0.0055313272095152
HPR,0.005530695501700766
SSS,0.005525782218699622
HOA,0.005523161801099014
TCL,0.005518178328340712
ZEN,0.005517570017111998
OWM,0.0055156982902544215
DCR,0.005514083925839759
POU,0.005513826563396843
HAC,0.005511627284339188
BUY,0.0054982210407217855
HSE,0.005494337207492307
RTF,0.005490827719634349
NYW,0.005484112899532787
OAP,0.005483481191718357
SHM,0.005480720394603428
BUM,0.005472765555458721
UMS,0.005470800242258262
ALV,0.005467852272457576
CHL,0.005467337547571742
EJA,0.005459265725498437
TJU,0.005440642043265533
WLE,0.00543058151140605
IEC,0.005426650885005135
DCL,0.005421854584932591
DGA,0.005417853768774518
LYU,0.005413502003830647
ABS,0.005411957829173146
OMF,0.005411045362330077
NRI,0.005409524584258296
RYH,0.005408775893515265
BOW,0.005402950143671053
YRA,0.005397849687984151
OFJ,0.005397662515298394
BST,0.00539630551332665
UMI,0.0053902224010395185
YEN,0.005381823026766137
ROK,0.005376699174493516
MUR,0.005375061413493136
GLY,0.005374967827150258
MWA,0.005372885531021201
WOF,0.0053683933865630125
SIF,0.0053660537279910415
RUI,0.005363105758190356
YRO,0.0053525071048593185
IMU,0.005340013328084983
IAG,0.00533938162027055
LBO,0.005337603479755851
LSU,0.005337229134384336
LSP,0.005336246477784106
MPS,0.005321553421952118
GEC,0.005316710328708134
FMO,0.00531198421839275
ELC,0.005306181865134256
MSI,0.005299677614304172
SBI,0.005293945450802839
HNI,0.005292354482973898
UNL,0.00529052954928776
YEX,0.005288072907787187
UTY,0.005274432698312585
SEU,0.005268677138225533
UTN,0.005265869547939168
OUH,0.0052633427166814345
LNO,0.00526200911129541
HTB,0.005260792488837985
LMI,0.005260675505909386
ALN,0.005259037744909005
OFV,0.005248719850606605
IDU,0.0052486262642637265
SKA,0.005246146226177436
BUD,0.005244578654934213
SUG,0.005243689584676865
MWH,0.0052392910265615525
EEW,0.005236483436275186
ODR,0.005233465276717342
THG,0.005229558046902148
KSH,0.005224644763901006
LDL,0.005224059849258014
RTL,0.0052233813482721395
WRE,0.00521725144281357
TKN,0.005212197780298109
PSO,0.0052107471919834855
ACY,0.0052059040987395035
BSI,0.005204125958224805
GDE,0.005203260284553173
IAB,0.005203236887967453
DIG,0.0051986043639949495
YPL,0.005190509145335922
OYS,0.005187935520906752
AKA,0.005179887095419165
FOC,0.005176237228046888
LGA,0.005165521591787252
GHB,0.005159602255600162
ADW,0.005159602255600162
RKO,0.00515716901068531
LDP,0.0051533085740415535
DSF,0.005150922122298143
INY,0.005142241988996122
UPW,0.005137679654780776
EKA,0.00513653322208051
OMC,0.005134825271322967
KSI,0.00512104468233405
FEB,0.005116108002747186
SSL,0.005107778818230964
CAB,0.0051030293113298614
LHI,0.005096712233185533
ISV,0.005090488741384085
HEQ,0.005088757394040825
SEG,0.005085224509597146
LTY,0.005084475818854114
ILW,0.0050839143007968424
FFR,0.0050804983992817606
HCE,0.0050795625358529715
MBO,0.005077807791923992
NNY,0.005051393046646422
WNI,0.005033541451742269
HWH,0.005030148946812906
OXI,0.005029751204855672
AOF,0.005028791944841162
MIR,0.0050258439750404775
FOF,0.005025095284297445
LGO,0.00502378507549714
NYM,0.005013396991437581
CIR,0.005002494182492189
SRU,0.005001932664434914
WEC,0.004999312246834304
UNK,0.004996972588262333
RSR,0.004984665984173758
LKE,0.004977319456257761
WSA,0.004968194787827067
AYL,0.004961199208696869
GPO,0.004958929739882055
YBR,0.004949196760222646
HLI,0.004943394406964154
GEB,0.004939206418120325
MOM,0.004938808676163089
YNA,0.004928607764789287
EDV,0.004927929263803415
SAH,0.00492650207207451
AWS,0.004925753381331481
EYB,0.004925683191574322
DEW,0.004916535126557908
WIC,0.004911925999171121
LHO,0.004904579471255127
KEM,0.004894612525738523
FMI,0.004893536282795415
LDF,0.004888950551994346
YAP,0.004888669792965712
TAW,0.004887359584165407
CTH,0.004883148198735855
RGY,0.0048791941757492215
DTI,0.0048766673444914895
GTE,0.004875614498134103
VIV,0.004866770588732047
YPI,0.004862769772573973
ARV,0.004860687476444917
IPE,0.004855119089043622
YTA,0.004850720530928314
KLY,0.004849925047013842
KWI,0.004848989183585053
LAV,0.004848310682599181
UMO,0.004846368765984444
OFY,0.004845035160598418
RMU,0.00484412269375535
PUN,0.004844005710826753
EYM,0.004842789088369325
LUC,0.004841970207869135
OTL,0.004840449429797352
FTA,0.0048352085945961324
TNA,0.004831769296495333
NYC,0.004823276335879072
MNO,0.004821264229507176
TSG,0.004811695025947807
CYC,0.00481066557617614
OLF,0.004809963678604547
FWA,0.004809870092261668
PSI,0.004806360604403709
BOL,0.0048039273594888575
DDU,0.00479936502527351
DPU,0.0047992948355163505
DSL,0.00479768047110169
ADN,0.0047928139812719855
SIZ,0.004789140717313989
DJO,0.004786052367998984
LWO,0.004778612253740112
VAS,0.004775243145396471
BIS,0.0047726695209673
JAP,0.004771359312166997
BEM,0.004768738894566386
NQU,0.004757204377806561
GBU,0.004753109975305608
YRI,0.004751448817719507
DFE,0.004751261645033747
HAF,0.004744055496632075
EPS,0.00474085016438847
NYP,0.004740358836088357
SIE,0.004735164794058578
TUE,0.004734673465758462
ELM,0.004732778342315164
NNU,0.004731374547171982
NPU,0.004731351150586262
DOS,0.0047267420231994735
FON,0.004724191795356024
AMW,0.004723606880713031
DYE,0.0047222264821555684
TIP,0.004717266405982985
ARH,0.0047150671269253295
WNO,0.004714622591796656
FPO,0.004711066310767257
SUF,0.004710107050752746
TTS,0.004708726652195286
XPA,0.0047028073160081925
KWA,0.004698268378378568
AGG,0.004695998909563751
LVI,0.004695460788092199
TOY,0.004690758074362533
NAH,0.004690758074362533
MHA,0.00468406665084669
MBU,0.004680299800545814
DMU,0.004672555530672584
HAE,0.004668016593042957
OCL,0.004664998433485113
DOG,0.004664694277870756
MEG,0.004662097256855867
BOX,0.004658049647526354
USW,0.004647872132738273
EIL,0.004645251715137661
RIK,0.004635705908164013
LSS,0.004634419095949428
DSS,0.004620310954760432
BIA,0.004612379512201443
RUE,0.0046106949580296255
CKB,0.004610507785343866
PLU,0.004608893420929205
YAD,0.004606273003328595
EWC,0.00460072801251302
ARU,0.00459885628565544
REJ,0.004597522680269417
BOS,0.004595697746583279
UEA,0.004593498467525624
NSD,0.004586970820109821
RJO,0.004584631161537848
PPA,0.004583484728837581
HLA,0.004579015980965114
EYF,0.004574687612606963
NFU,0.0045725351267207484
MOO,0.004563527441218653
HBE,0.0045633870617043356
HRA,0.004562123646075469
DSM,0.004561796093875392
OMW,0.004560556074832247
CSA,0.004559830780674936
FPA,0.004550261577115567
IDW,0.004541932392599344
FSA,0.004540973132584836
GAD,0.004530912600725352
YSS,0.004528783511424857
EWM,0.004526748008467239
MPH,0.004525016661123979
TOJ,0.004511844383363772
OFK,0.0045117975901923365
ZER,0.004510276812120552
AYC,0.0045095749145489614
YGR,0.004508989999905967
KAB,0.004506042030105281
RTN,0.004504544648619218
TCR,0.0045033046295760715
YGE,0.004494741479202653
OWC,0.004494530909931175
MHE,0.004492729372830757
TVI,0.004492659183073597
YUS,0.004489524040587153
YSW,0.004487652313729575
SGI,0.004481475615099568
UDO,0.0044796038882419864
IGR,0.004477053660398538
TYB,0.00447604760721259
TPU,0.0044753457096409965
EJE,0.004452370262464225
RDF,0.004451317416106837
ODT,0.004448603412163349
GPA,0.0044474803760488025
RUT,0.004441584436447432
XEC,0.004438028155418033
KAS,0.004437700603217957
IFA,0.0044373964476036
URM,0.004431196352387872
YAM,0.004426961570372601
OWB,0.004423920014229036
LRO,0.0044139998618838725
RDL,0.004411402840868979
ROI,0.004410654150125951
KEH,0.004410233011582996
YOT,0.0044096013037685615
FLY,0.004408759026682653
YTI,0.00440805712911106
YBY,0.00440555369443905
ADH,0.0044049921763817754
IWO,0.004399681151423397
LPL,0.004399447185566201
URL,0.0043972946996799845
IBR,0.00439415955719354
DAH,0.004389971568349711
CTW,0.0043896908093210745
EIF,0.004389573826392475
CIO,0.004386228114634554
